SalePrice,Area,Price/m2,Width,Length,Location
3650.0,105,34.76,5,21,quan lien chieu
3050.0,99.5,30.81,5,20,quan ngu hanh son
4500.0,90,50.0,5,18,quan ngu hanh son
1640.0,120,13.67,5,24,huyen hoa vang
3650.0,300,12.17,6,50,quan cam le
4150.0,100,41.5,5,100,quan cam le
525.0,109,4.82,5,22,huyen hoa vang
23.0,216,0.000106481,9,24,quan ngu hanh son
3200.0,110,29.09,9,24,quan ngu hanh son
2700.0,113,23.89,5,22,quan cam le
2850.0,77.5,37.01,4.2,22,quan lien chieu
1390.0,150,9.27,5,20,huyen hoa vang
2050.0,125,16.4,5,20,huyen hoa vang
3050.0,98,31.12,5,19,quan cam le
10500.0,131,80.15,5,26,quan son tra
4300.0,120,35.83,5,24,quan cam le
3400.0,80,42.5,5,16,quan cam le
2450.0,100,24.5,5,20,quan cam le
32800.0,100,328.0,5,20,quan cam le
4300.0,77,55.84,5,20,quan hai chau
2900.0,100,29.0,5,20,quan cam le
7500.0,310,24.19,5,20,quan ngu hanh son
7990.0,160,49.94,8,20,quan son tra
1100.0,239,4.6,9.2,20,huyen hoa vang
1950.0,67.5,29.1,4.5,20,quan lien chieu
1200.0,262,4.58,10.6,24.7,huyen hoa vang
1250.0,115,10.87,5,23,huyen hoa vang
700.0,170,4.12,5.3,32,huyen hoa vang
20000.0,250,80.0,10,25,quan thanh khe
3550.0,100,35.5,5,20,quan lien chieu
1550.0,61,25.41,4,16,quan lien chieu
23800.0,210,113.33,12.7,18.4,quan son tra
2850.0,100,28.5,5,18.4,quan ngu hanh son
4550.0,112,40.63,5,52,quan cam le
6500.0,120,54.17,5,24,quan lien chieu
3950.0,92,42.93,5,24,quan thanh khe
12000.0,585.6,20.51,16.23,32,quan ngu hanh son
3550.0,100,35.5,5,20,quan cam le
11300.0,125,90.4,5,25,quan ngu hanh son
5700.0,85,67.06,5,25,quan son tra
1490.0,72,20.69,5,25,quan lien chieu
1100.0,120,9.17,7.3,16.5,huyen hoa vang
2500.0,2000,1.25,28,70,huyen hoa vang
2600.0,79,32.91,5,13,quan son tra
2600.0,100,26.0,6,16,quan ngu hanh son
3400.0,1312,2.59,33,40,huyen hoa vang
10100.0,300,33.67,12,25,quan cam le
4500.0,100,45.0,5,20,quan cam le
850.0,817,1.04,5,20,huyen hoa vang
3200.0,90,35.56,9,10,quan son tra
9000.0,175,51.43,6.3,28,quan son tra
4500.0,100,45.0,5,20,quan ngu hanh son
3300.0,130,25.38,6,20,quan cam le
515.0,400,1.29,6,49,huyen hoa vang
1.7,100,1.7e-05,6,49,huyen hoa vang
18375.0,525,35.0,15,35,quan cam le
1550.0,70,22.14,4.5,35,quan lien chieu
3520.0,100,35.2,5,20,quan cam le
10000.0,525,19.05,15,35,quan cam le
2380.0,100,23.8,5,20,quan cam le
3250.0,110,29.55,5,22,quan lien chieu
27.0,108,0.00025,6,18,quan ngu hanh son
2050.0,100,20.5,5,18,quan lien chieu
3800.0,100,38.0,5,20,quan cam le
18450.0,369,50.0,15,25,quan cam le
520.0,400,1.3,7,49,huyen hoa vang
4570.0,110,41.55,5,22,quan cam le
2550.0,90,28.33,4.5,22,quan lien chieu
2870.0,100,28.7,5,19.6,quan cam le
1650.0,100,16.5,5,20,quan ngu hanh son
2800.0,88,31.82,5,20,quan lien chieu
13200.0,300,44.0,10,25,quan cam le
1100.0,92,11.96,5,18,huyen hoa vang
7600.0,150,50.67,10,18,quan son tra
9500.0,120,79.17,5,24,quan thanh khe
3400.0,100,34.0,5,20,quan cam le
2730.0,100,27.3,5,20,quan cam le
2550.0,143,17.83,5,28,quan ngu hanh son
3350.0,96,34.9,42,28,quan lien chieu
7100.0,92,77.17,5,18.5,quan cam le
2950.0,108,27.31,6,18.5,huyen hoa vang
1570.0,95,16.53,7.5,15,quan lien chieu
11200.0,313,35.78,20,15,quan ngu hanh son
3450.0,100,34.5,5,,quan cam le
5800.0,107.5,54.21,5,,huyen hoa vang
2200.0,92,23.91,5,,quan lien chieu
2350.0,76,30.92,7,10,quan hai chau
1500.0,300,5.0,10,30,huyen hoa vang
4550.0,105,43.33,5,21,quan lien chieu
3050.0,55,55.45,5,11,quan hai chau
350.0,100,3.5,5,10,huyen hoa vang
3050.0,55,55.45,5,11,quan hai chau
487.0,128,3.8,5,22,huyen hoa vang
14000.0,84,166.67,6,22,quan hai chau
1530.0,83,18.43,4.12,22,quan lien chieu
890.0,218,4.08,5,41,huyen hoa vang
524.0,116,4.52,5,23,huyen hoa vang
692.0,171,4.05,5.3,32,huyen hoa vang
3450.0,100,34.5,5,20,quan cam le
3700.0,138,26.81,4,33,quan son tra
2760.0,100,27.6,5,20,quan cam le
3700.0,108,34.26,6,18,quan ngu hanh son
3700.0,108,34.26,6,18,quan ngu hanh son
3700.0,108,34.26,6,18,quan ngu hanh son
392.0,125,3.14,6,18,huyen hoa vang
3050.0,55,55.45,5,11,quan hai chau
6000.0,214,28.04,11,11,quan cam le
2000.0,66,30.3,11,11,quan thanh khe
3050.0,55,55.45,5,11,quan hai chau
1680.0,50,33.6,3.82,12,quan thanh khe
4000.0,180,22.22,7,24,quan ngu hanh son
2380.0,100,23.8,7,24,quan ngu hanh son
390.0,170,2.29,6,30,huyen hoa vang
3650.0,100,36.5,6,30,quan cam le
2350.0,75,31.33,6,30,quan lien chieu
420.0,150,2.8,5,30,huyen hoa vang
1490.0,71,20.99,5,30,quan lien chieu
4600.0,100,46.0,5,20,quan ngu hanh son
1600.0,60,26.67,5,20,quan lien chieu
3700.0,110,33.64,5,20,quan hai chau
2200.0,93,23.66,5,20,huyen hoa vang
2500.0,16000,0.00015625,5,20,huyen hoa vang
2942.0,152,19.36,8,20,quan ngu hanh son
3700.0,160,23.13,8.5,20,huyen hoa vang
2900.0,108,26.85,6,18,quan ngu hanh son
2950.0,100,29.5,6,18,quan ngu hanh son
699.0,170,4.11,5,34,huyen hoa vang
5200.0,100,52.0,5,20,quan cam le
2890.0,152,19.01,8,20,quan ngu hanh son
2750.0,100,27.5,5,20,quan cam le
2800.0,205,13.66,10,20.5,quan ngu hanh son
10600.0,300,35.33,15,20,quan ngu hanh son
2760.0,100,27.6,5,20,quan cam le
3.65,100,3.65e-05,5,20,quan ngu hanh son
2950.0,152,19.41,6.72,20,quan ngu hanh son
3250.0,105,30.95,5,21,quan lien chieu
395.0,96,4.11,5,19,huyen hoa vang
3050.0,108,28.24,6,18,quan ngu hanh son
900.0,100,9.0,5,20,huyen hoa vang
520.0,95,5.47,5,19,huyen hoa vang
11000.0,300,36.67,12,25,quan cam le
391.0,101,3.87,5,20,huyen hoa vang
8750.0,251,34.86,8.34,22,quan lien chieu
392.0,102,3.84,5,20,huyen hoa vang
1800.0,85,21.18,5,17,quan ngu hanh son
2900.0,82,35.37,5,17,quan cam le
3250.0,72,45.14,4,18,quan son tra
3500.0,90,38.89,6,15,quan ngu hanh son
391.0,95,4.12,5,19,huyen hoa vang
2850.0,100,28.5,5,20,quan ngu hanh son
2850.0,75,38.0,4.25,20,quan lien chieu
392.0,96,4.08,5,19,huyen hoa vang
1398.0,100,13.98,5,20,quan cam le
45.0,291,0.000154639,15,20,quan son tra
2800.0,100,28.0,5,20,quan ngu hanh son
2250.0,50.3,45.0,5.3,9.4,quan hai chau
3000.0,155,19.35,8,20,quan lien chieu
1700.0,105,16.19,5,21,quan ngu hanh son
3650.0,100,36.5,5,21,quan ngu hanh son
2300.0,250,9.2,10,25,quan cam le
2900.0,810,3.58,18,45,huyen hoa vang
2500.0,800,3.13,30,30,huyen hoa vang
2650.0,100,26.5,5,20,quan ngu hanh son
1550.0,100,15.5,5,20,huyen hoa vang
2750.0,80,34.38,5,15,quan lien chieu
1650.0,100,16.5,5,20,quan ngu hanh son
2000.0,8,250.0,4,20,quan son tra
2220.0,100,22.2,5,20,huyen hoa vang
1130.0,103,10.97,5,20,huyen hoa vang
1590.0,88,18.07,4,22,quan ngu hanh son
2200.0,150,14.67,6,23,quan cam le
1650.0,100,16.5,6,23,quan ngu hanh son
1900.0,67.5,28.36,4.5,23,quan lien chieu
20500.0,285,71.93,5,23,quan son tra
500.0,330,1.52,5,33,huyen hoa vang
3200.0,7380,0.000433604,52,205,huyen hoa vang
596.0,105,5.68,5,21,huyen hoa vang
3050.0,56,54.46,5,21,quan hai chau
2500.0,80,31.25,7,21,quan cam le
1750.0,100,17.5,5,20,quan ngu hanh son
1590.0,61,26.07,4.25,15,quan lien chieu
1940.0,180,10.78,6,30,huyen hoa vang
8800.0,300,29.33,7,40,quan lien chieu
3400.0,115,29.57,5,23,quan lien chieu
9300.0,250,37.2,10,25,quan lien chieu
8800.0,95,92.63,6,16,quan son tra
3650.0,100,36.5,5,20,quan cam le
2500.0,100,25.0,5,20,quan cam le
3750.0,90,41.67,5,18,quan ngu hanh son
530.0,100,5.3,5,20,huyen hoa vang
5100.0,152.8,33.55,7.1,21.7,quan ngu hanh son
1550.0,70,22.14,4.5,21.7,quan lien chieu
2300.0,59.4,38.98,3.53,21.7,quan thanh khe
3500.0,130,26.92,6.5,21,quan lien chieu
3450.0,100,34.5,5,20,quan cam le
6700.0,136,49.26,6.85,19,quan lien chieu
9000.0,204,44.12,8.2,25,quan lien chieu
980.0,231,4.24,14,17.85,huyen hoa vang
6900.0,150,46.0,10,15,quan son tra
5300.0,3200,1.66,80,40,huyen hoa vang
2850.0,75,38.0,4.25,40,quan lien chieu
2660.0,75,35.47,5,40,quan lien chieu
4500.0,90,50.0,5,18,quan ngu hanh son
1530.0,83,18.43,4.2,,quan lien chieu
6500.0,191,34.03,7,27,quan lien chieu
4450.0,157,28.34,14,27,quan thanh khe
1.57,150,1.0466e-05,5,30,huyen hoa vang
5800.0,220,26.36,13,30,quan ngu hanh son
2300.0,125,18.4,13,30,quan lien chieu
2150.0,55,39.09,13,30,quan thanh khe
5600.0,100,56.0,5,20,quan hai chau
3300.0,75,44.0,5,15,quan lien chieu
2900.0,100,29.0,5,20,quan cam le
10000.0,140,71.43,8,18,quan ngu hanh son
2170.0,80,27.13,4,18,quan cam le
1950.0,100,19.5,5,20,quan lien chieu
8400.0,100,84.0,10,10,quan son tra
2750.0,106,25.94,10,10,quan cam le
2900.0,100,29.0,5,20,quan cam le
10000.0,86.8,116.28,5,20,quan son tra
2000.0,125,16.0,5,25,quan lien chieu
1300.0,80,16.25,4,20,quan lien chieu
2750.0,90,30.56,6,15,quan cam le
3300.0,69,47.83,4.8,15,quan son tra
500.0,121,4.13,4.8,15,huyen hoa vang
2900.0,100,29.0,5,20,quan ngu hanh son
5600.0,100,56.0,5,20,quan hai chau
3700.0,90,41.11,5,18,quan ngu hanh son
7020.0,90,78.0,5,18,quan son tra
2550.0,100,25.5,5,20,quan lien chieu
2300.0,97,23.71,5,19,quan lien chieu
4480.0,90,49.78,5,18,quan ngu hanh son
1150.0,110,10.45,5,21,huyen hoa vang
2760.0,100,27.6,5,20,quan cam le
3150.0,108,29.17,6,18,quan ngu hanh son
8600.0,124,69.35,6,20,quan son tra
3000.0,100,30.0,5,20,quan ngu hanh son
2650.0,80,33.13,5,16,quan lien chieu
2950.0,100,29.5,5,20,quan cam le
3100.0,110,28.18,7,16,quan cam le
3100.0,109,28.44,6,16,quan cam le
3280.0,100,32.8,5,20,quan cam le
3800.0,100,38.0,5,20,quan cam le
2900.0,100,29.0,5,20,quan cam le
1900.0,67.5,28.36,4.5,20,quan lien chieu
2400.0,100,24.0,5,20,quan ngu hanh son
7500.0,94,79.79,5.5,17.3,quan son tra
1350.0,150,9.0,6,25,huyen hoa vang
3000.0,121,24.79,7,17,quan cam le
2700.0,113,23.89,5,22,quan cam le
2050.0,100,20.5,5,22,quan lien chieu
2550.0,90,28.33,4.5,22,quan lien chieu
2900.0,100,29.0,4.5,22,quan cam le
2490.0,117,21.28,5,23,quan cam le
1400.0,110,12.73,5,22,quan cam le
2750.0,100,27.5,5,20,quan cam le
2450.0,100,24.5,5,20,huyen hoa vang
31000.0,134,231.34,7,20,huyen hoa vang
1250.0,80,15.63,7,20,quan cam le
3630.0,100,36.3,5,20,quan cam le
520.0,100,5.2,5,20,quan cam le
2380.0,100,23.8,5,20,quan cam le
1390.0,60,23.17,10,6,quan cam le
3050.0,99,30.81,5,19,quan ngu hanh son
810.0,100,8.1,5,19,quan hai chau
28.5,232,0.000122844,10,23.2,quan ngu hanh son
8500.0,102,83.33,5,20,quan son tra
1200.0,100,12.0,5,20,quan cam le
2350.0,75.6,31.33,7,13.7,quan hai chau
8700.0,220,39.55,10,22,quan son tra
2450.0,90,27.22,10,22,quan cam le
2350.0,100,23.5,5,20,quan cam le
6000.0,100,60.0,5,20,quan hai chau
2100.0,80,26.25,5,20,quan cam le
1000.0,100,10.0,5,20,quan lien chieu
4300.0,154,27.92,8.3,18.5,quan cam le
2350.0,46,51.09,5,9,quan hai chau
2870.0,100,28.7,5,20,quan ngu hanh son
3450.0,100,34.5,5,20,quan cam le
2500.0,98.5,25.51,5,19.7,quan cam le
40.0,250,0.00016,12,18,quan son tra
2250.0,81,27.78,12,18,quan cam le
3600.0,153,23.53,8,20,quan ngu hanh son
3250.0,120,27.08,5,24,quan cam le
5200.0,202,25.74,11,20,quan ngu hanh son
3450.0,100,34.5,5,20,quan cam le
2750.0,100,27.5,5,20,quan ngu hanh son
4700.0,100,47.0,5,20,quan ngu hanh son
1650.0,290,5.69,10,29,huyen hoa vang
1720.0,60,28.67,310,20,quan thanh khe
2640.0,100,26.4,5,20,quan ngu hanh son
3600.0,105,34.29,5,20,quan lien chieu
2150.0,82.1,26.22,5,16.4,huyen hoa vang
9500.0,165,57.58,8,20,quan cam le
3350.0,100,33.5,5,20,quan cam le
3700.0,164,22.56,8.5,20,quan lien chieu
3050.0,100,30.5,5,20,quan ngu hanh son
3150.0,90,35.0,6,20,quan ngu hanh son
1550.0,111,13.96,5,21,quan lien chieu
3900.0,99.9,39.39,5.8,20,quan ngu hanh son
3350.0,100,33.5,5,20,quan cam le
2100.0,105,20.0,5,21,quan lien chieu
1762.0,105,16.78,5,21,quan ngu hanh son
1440.0,70,20.57,4,20,quan lien chieu
3550.0,100,35.5,5,20,quan cam le
2600.0,87,29.89,4,18,quan ngu hanh son
1750.0,171,10.23,7,24,quan ngu hanh son
2320.0,100,23.2,5,20,quan ngu hanh son
3050.0,55,55.45,5,11,quan hai chau
1650.0,60,27.5,5,12,quan lien chieu
21000.0,525,40.0,15,35,quan cam le
60000.0,1110,54.05,23,30,quan cam le
3450.0,100,34.5,5,20,quan cam le
10200.0,300,34.0,12,25,quan cam le
2950.0,175,16.86,7,25,quan lien chieu
9500.0,120,79.17,5,24,quan thanh khe
2450.0,105,23.33,5,21,quan cam le
2350.0,123.9,19.11,5.16,23,quan lien chieu
2600.0,102,25.49,6,23,quan ngu hanh son
6200.0,120,51.67,5,24,quan son tra
1700.0,105,16.19,5,21,quan ngu hanh son
3100.0,110,28.18,5,22,quan ngu hanh son
2780.0,106,26.23,5,20,quan cam le
2900.0,100,29.0,5,20,quan cam le
2050.0,65,31.54,4,16,quan thanh khe
38000.0,360000,0.000105555,200,16,huyen hoa vang
2250.0,76,29.61,4.5,16,quan lien chieu
3450.0,100,34.5,5,20,quan cam le
3490.0,100,34.9,5,20,quan cam le
3400.0,100,34.0,5,20,quan cam le
5600.0,152,36.84,5,20,quan cam le
3100.0,81,38.27,4.5,18,quan lien chieu
2650.0,80,33.13,5,16,quan cam le
3050.0,1025,2.98,20,53,huyen hoa vang
500.0,100,5.0,20,53,huyen hoa vang
2380.0,100,23.8,5,20,quan ngu hanh son
1200.0,120,10.0,7,17,huyen hoa vang
4000.0,132,30.3,7.5,17.6,quan ngu hanh son
1250.0,70,17.86,4,17,quan lien chieu
2900.0,100,29.0,5,20,quan cam le
4100.0,100,41.0,5,20,quan cam le
2200.0,668,3.29,5,20,huyen hoa vang
2800.0,90,31.11,5,18,quan cam le
24300.0,324,75.0,12,28,quan ngu hanh son
2950.0,80,36.88,12,28,quan lien chieu
4500.0,90,50.0,5,18,quan ngu hanh son
2180.0,90,24.22,6,15,huyen hoa vang
2500.0,50,50.0,4,12.5,quan son tra
1.48,230,6.4340000000000006e-06,52,40,huyen hoa vang
3020.0,100,30.2,5,20,quan cam le
23.0,420,5.4761e-05,15,24,quan ngu hanh son
4300.0,75,57.33,5,15,quan hai chau
2900.0,100,29.0,5,20,quan cam le
2900.0,152,19.08,8,20,quan ngu hanh son
2650.0,100,26.5,5,20,quan cam le
2350.0,76,30.92,7,13.7,quan hai chau
3220.0,105,30.67,5,21,quan lien chieu
2050.0,72,28.47,5,21,quan cam le
7500.0,150,50.0,7.5,20,quan son tra
11800.0,290,40.69,15.1,17.1,quan son tra
1000.0,120,8.33,6,20,huyen hoa vang
3600.0,125,28.8,5,25,quan lien chieu
3280.0,96.3,34.17,5,19,quan cam le
3500.0,100,35.0,5,20,quan cam le
5200.0,77.6,67.53,5,20,quan thanh khe
12600.0,151,83.44,7,21,quan cam le
4300.0,141,30.5,5,21,quan son tra
2600.0,87,29.89,4,18,quan ngu hanh son
2200.0,149,14.77,6.4,18,huyen hoa vang
1570.0,60,26.17,4.5,14.5,quan lien chieu
15500.0,200,77.5,10,20,quan son tra
2170.0,90,24.11,6,15,huyen hoa vang
3800.0,105,36.19,45,15,quan son tra
2.1,1145,1.8340000000000001e-06,45,15,quan cam le
2600.0,74,35.14,5,15,quan cam le
2220.0,100,22.2,5,20,quan lien chieu
3200.0,1648,1.94,30,60,huyen hoa vang
2870.0,100,28.7,5,20,quan ngu hanh son
670.0,100,6.7,5,20,huyen hoa vang
3500.0,104,33.65,5,21,quan ngu hanh son
1680.0,50,33.6,5,10,quan thanh khe
3360.0,120,28.0,5,10,quan lien chieu
2300.0,109,21.1,5,22,quan cam le
8800.0,99,88.89,,,quan thanh khe
3550.0,85,41.76,,,quan lien chieu
1200.0,100,12.0,,,huyen hoa vang
3800.0,90,42.22,,,quan ngu hanh son
1670.0,60,27.83,5,,quan lien chieu
3100.0,143,21.68,5,,quan hai chau
1950.0,128,15.23,4.8,27,quan lien chieu
1900.0,67.5,28.36,4.5,15,quan lien chieu
11500.0,470,24.47,740,63,quan lien chieu
1490.0,70,21.29,3,23,quan lien chieu
7500.0,210,35.71,11,23,quan cam le
350.0,1006,0.00034791199999999997,11,23,huyen hoa vang
2400.0,68.9,35.29,4.5,15.3,quan lien chieu
8800.0,220,40.0,10,22,quan son tra
2300.0,100,23.0,5,20,quan ngu hanh son
4300.0,142,30.28,5,28,quan son tra
3150.0,105,30.0,5,21,quan ngu hanh son
1300.0,80,16.25,5,21,quan lien chieu
45500.0,306,148.69,16,20,quan ngu hanh son
2250.0,76,29.61,4,16,quan lien chieu
2380.0,100,23.8,5,20,quan cam le
1400.0,182,7.69,5,20,huyen hoa vang
2600.0,75,34.67,5,15,quan lien chieu
2500.0,68,36.76,4,17,quan son tra
489.0,199,2.46,5,22,huyen hoa vang
1000.0,70,14.29,5,22,quan ngu hanh son
4400.0,100,44.0,5,20,quan cam le
6800.0,267,25.47,10,26,quan ngu hanh son
1700.0,100,17.0,5,20,quan ngu hanh son
13800.0,150,92.0,5,20,quan ngu hanh son
3100.0,111,27.93,6,18.5,quan ngu hanh son
1900.0,125,15.2,5,25,quan lien chieu
7500.0,94,79.79,5,17,quan son tra
2300.0,100,23.0,5,20,huyen hoa vang
1800.0,100,18.0,5,20,huyen hoa vang
3400.0,105,32.38,5,20,quan cam le
3000.0,983.9,3.05,5,20,quan lien chieu
5600.0,138,40.58,7,20,quan ngu hanh son
2520.0,125,20.16,5,25,quan cam le
1530.0,83,18.43,4.12,25,quan lien chieu
10000.0,250,40.0,12,20,quan son tra
2050.0,100,20.5,5,20,quan lien chieu
31000.0,660,46.97,20,34,quan cam le
7300.0,95,76.84,5,19,quan son tra
3900.0,145,26.9,9,17,quan ngu hanh son
4650.0,100,46.5,5,20,quan ngu hanh son
3600.0,85,42.35,5,17,quan lien chieu
2650.0,80,33.13,5,16,quan cam le
2550.0,90,28.33,4.5,20,quan lien chieu
3000.0,152,19.74,8,20,quan cam le
5350.0,95,56.32,5,19,quan ngu hanh son
3800.0,100,38.0,5,20,quan ngu hanh son
520.0,300,1.73,15,20,huyen hoa vang
3600.0,105,34.29,5,20,quan ngu hanh son
11600.0,300,38.67,12,25,quan cam le
680.0,200,3.4,6,33,huyen hoa vang
24292.0,323,75.21,12,28,quan ngu hanh son
9500.0,100,95.0,5,20,quan ngu hanh son
130000.0,490,265.31,25,20,quan ngu hanh son
3650.0,100,36.5,5,20,quan cam le
4100.0,100,41.0,5,20,quan cam le
4100.0,90,45.56,5,18,quan ngu hanh son
2900.0,200,14.5,7.3,27.5,quan cam le
2000.0,100,20.0,5,20,quan ngu hanh son
2890.0,127,22.76,5,20,quan cam le
9620.0,250,38.48,10,25,quan cam le
3500.0,100,35.0,5,20,quan cam le
785.0,105,7.48,5,21,quan ngu hanh son
8900.0,175,50.86,7,26,quan son tra
2392.0,100,23.92,5,20,quan cam le
700.0,100,7e-06,5,20,huyen hoa vang
4500.0,100,45.0,5,20,quan cam le
2800.0,150,18.67,7,20,quan lien chieu
2500.0,77,32.47,7,20,quan hai chau
3000.0,121,24.79,7,17,quan cam le
15500.0,300,51.67,15,20,quan ngu hanh son
1800.0,999,1.8,999,999,quan lien chieu
1900.0,95,20.0,999,999,quan ngu hanh son
2600.0,87,29.89,5,17,quan ngu hanh son
2850.0,100,28.5,5,20,quan lien chieu
759.0,120,6.33,6,20,quan cam le
401.0,145,2.77,5,29,huyen hoa vang
3500.0,100,35.0,5,20,quan cam le
3300.0,131,25.19,5,20,quan cam le
2700.0,107,25.23,5,20,quan cam le
530.0,120,4.42,5.2,25,huyen hoa vang
2850.0,75,38.0,4.25,25,quan lien chieu
23000.0,185,124.32,7.5,25,quan ngu hanh son
5700.0,180,31.67,6.47,25,quan lien chieu
4900.0,122.5,40.16,5,24.5,quan son tra
1530.0,83,18.43,4.12,24.5,quan lien chieu
1200.0,300,4.0,11,28,huyen hoa vang
1600.0,200,8.0,10,20,quan cam le
12000.0,125,96.0,6,20,quan lien chieu
1740.0,109,15.96,5,22,huyen hoa vang
3820.0,108,35.37,6,18,quan ngu hanh son
3800.0,150,25.33,6,18,quan cam le
1450.0,80,18.13,6,18,quan cam le
4000.0,95,42.11,5,19,quan ngu hanh son
1900.0,100,19.0,5,20,quan lien chieu
1550.0,70,22.14,4.5,,quan lien chieu
1845.0,98,18.83,6,17,quan lien chieu
2500.0,4000,0.000625,6,17,huyen hoa vang
1190.0,91.2,13.08,6.2,14.7,quan ngu hanh son
392.0,100,3.92,5,20,huyen hoa vang
3150.0,105,30.0,5,20.5,quan ngu hanh son
1750.0,107,16.36,5,21,quan cam le
1530.0,100,15.3,5,20,quan lien chieu
3500.0,2800,1.25,5,20,huyen hoa vang
3500.0,81,43.21,5,20,quan thanh khe
2350.0,100,23.5,5,20,huyen hoa vang
3450.0,107,32.24,5,21,quan lien chieu
3400.0,53,64.15,5,21,quan ngu hanh son
3270.0,100,32.7,5,20,quan cam le
1999.999999,105,19.05,5,21,quan lien chieu
3200.0,95,33.68,5,19,quan lien chieu
5800.0,108,53.7,5,21,quan cam le
1900.0,68,27.94,5,21,quan lien chieu
2990.0,65,46.0,5,21,quan son tra
1750.0,68,25.74,5,21,quan lien chieu
1000.0,350,2.86,7,50,huyen hoa vang
3450.0,100,34.5,5,20,quan cam le
7000.0,80,87.5,5,16,quan son tra
2940.0,90,32.67,5,16,quan lien chieu
3.9,110,3.5454e-05,7.5,15,quan ngu hanh son
9000.0,77,116.88,7.5,15,quan hai chau
800.0,200,4.0,7.5,15,huyen hoa vang
2050.0,100,20.5,5,15,quan lien chieu
1.8,100,1.8e-05,5,20,quan ngu hanh son
1700.0,100,17.0,5,20,huyen hoa vang
2860.0,105,27.24,5,21,quan ngu hanh son
770.0,106,7.26,6,21,huyen hoa vang
680.0,130,5.23,5.25,25,huyen hoa vang
550.0,101,5.45,5.5,20,huyen hoa vang
1650.0,70,23.57,4,17,quan cam le
1840.0,100,18.4,5,20,quan ngu hanh son
2600.0,75,34.67,5,20,quan lien chieu
1999.999,145,13.79,8,16,quan ngu hanh son
3500.0,110,31.82,5,22,quan ngu hanh son
1300.0,105,12.38,5,21,quan ngu hanh son
